央视频道,#genre#
CCTV12,http://ott.mobaibox.com/PLTV/3/224/3221225556/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227655/index.m3u8
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221225560/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227387/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228121/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227387/index.m3u8
CCTV14,http://ott.mobaibox.com/PLTV/3/224/3221227201/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227656/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8
CCTV15,http://ott.mobaibox.com/PLTV/3/224/3221227538/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228112/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228320/index.m3u8
CCTV17,http://ott.mobaibox.com/PLTV/3/224/3221227578/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227589/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227726/index.m3u8


卫视频道,#genre#
凤凰中文,http://ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://ott.mobaibox.com/PLTV/3/224/3221228530/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221225634/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227498/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227643/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227653/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227759/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228153/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227390/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227436/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227652/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227694/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228115/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228410/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227246/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/3/224/3221227396/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227208/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227396/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227597/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227688/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227732/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228150/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228425/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228504/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227486/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227553/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8
广东卫视,http://ott.mobaibox.com/PLTV/3/224/3221227249/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227399/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227445/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227591/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227673/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227691/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228230/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228566/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228326/index.m3u8
河北卫视,http://ott.mobaibox.com/PLTV/3/224/3221227545/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228752/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227521/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227492/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227252/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227323/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227492/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227638/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227662/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227753/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228233/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/3/224/3221227211/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227377/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227479/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227565/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227665/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227703/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228159/index.m3u8
湖南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227220/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227320/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227698/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227220/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227320/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227404/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227482/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227698/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227735/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228227/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228413/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/3/224/3221227552/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227255/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227402/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227439/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227668/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227689/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228097/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228099/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/3/224/3221225536/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227738/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228749/index.m3u8
辽宁卫视,http://ott.mobaibox.com/PLTV/3/224/3221227380/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227410/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227676/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227700/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228162/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/3/224/3221227258/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227310/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227448/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227621/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227671/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227697/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228124/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228560/index.m3u8
深圳卫视,http://ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227217/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227442/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227695/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228236/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228569/index.m3u8
天津卫视,http://ott.mobaibox.com/PLTV/3/224/3221227212/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227382/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227407/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227488/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227495/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227633/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227741/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227756/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228239/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228416/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227215/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227393/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227692/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228147/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227744/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221227550/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227632/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227729/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
四川卫视,http://ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228171/index.m3u8
云南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227571/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228169/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228101/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228028/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
青海卫视,http://ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228166/index.m3u8
三沙卫视,http://ott.mobaibox.com/PLTV/3/224/3221228626/index.m3u8


新疆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8
宁夏卫视,http://ott.mobaibox.com/PLTV/3/224/3221225842/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227563/index.m3u8
农林卫视,http://ott.mobaibox.com/PLTV/3/224/3221227015/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227648/index.m3u8
厦门卫视,http://ott.mobaibox.com/PLTV/3/224/3221226996/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227604/index.m3u8
山西卫视,http://ott.mobaibox.com/PLTV/3/224/3221225786/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227559/index.m3u8
陕西卫视,http://ott.mobaibox.com/PLTV/3/224/3221227583/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227022/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/3/224/3221225836/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227557/index.m3u8
兵团卫视,http://ott.mobaibox.com/PLTV/3/224/3221227025/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227654/index.m3u8
康巴卫视,http://ott.mobaibox.com/PLTV/3/224/3221227008/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227645/index.m3u8
安多卫视,http://ott.mobaibox.com/PLTV/3/224/3221226999/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227651/index.m3u8
西藏卫视,http://ott.mobaibox.com/PLTV/3/224/3221226376/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227562/index.m3u8
延边卫视,http://ott.mobaibox.com/PLTV/3/224/3221227002/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227590/index.m3u8

省内频道,#genre#
江苏新闻,http://ott.mobaibox.com/PLTV/3/224/3221228743/index.m3u8
江苏城市,http://ott.mobaibox.com/PLTV/3/224/3221228734/index.m3u8
江苏综艺,http://ott.mobaibox.com/PLTV/3/224/3221228731/index.m3u8
江苏教育,http://ott.mobaibox.com/PLTV/3/224/3221228613/index.m3u8
江苏体育,http://ott.mobaibox.com/PLTV/3/224/3221228746/index.m3u8
江苏影视,http://ott.mobaibox.com/PLTV/3/224/3221228728/index.m3u8

南京新闻,http://ott.mobaibox.com/PLTV/3/224/3221227213/index.m3u8
南京教科,http://ott.mobaibox.com/PLTV/3/224/3221227194/index.m3u8
南京少儿,http://ott.mobaibox.com/PLTV/3/224/3221227733/index.m3u8
南京影视,http://ott.mobaibox.com/PLTV/3/224/3221227719/index.m3u8
南京文旅纪录,http://ott.mobaibox.com/PLTV/3/224/3221227722/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227730/index.m3u8
南京十八生活,http://ott.mobaibox.com/PLTV/3/224/3221227178/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227786/index.m3u8
徐州新闻,http://ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8
徐州经济,http://ott.mobaibox.com/PLTV/3/224/3221225947/index.m3u8
徐州文艺,http://ott.mobaibox.com/PLTV/3/224/3221225949/index.m3u8
徐州公共,http://ott.mobaibox.com/PLTV/3/224/3221225951/index.m3u8
常州新闻,http://ott.mobaibox.com/PLTV/3/224/3221227752/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227899/index.m3u8
常州都市,http://ott.mobaibox.com/PLTV/3/224/3221227755/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227955/index.m3u8
常州生活,http://ott.mobaibox.com/PLTV/3/224/3221227816/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227902/index.m3u8
常州公共,http://ott.mobaibox.com/PLTV/3/224/3221227772/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227905/index.m3u8
连云港新闻,http://ott.mobaibox.com/PLTV/3/224/3221227758/index.m3u8
连云港公共,http://ott.mobaibox.com/PLTV/3/224/3221227819/index.m3u8
盐城-1,http://ott.mobaibox.com/PLTV/3/224/3221228435/index.m3u8
盐城-2,http://ott.mobaibox.com/PLTV/3/224/3221228433/index.m3u8
盐城-3,http://ott.mobaibox.com/PLTV/3/224/3221228436/index.m3u8
南通-1,http://ott.mobaibox.com/PLTV/3/224/3221228462/index.m3u8
南通-2,http://ott.mobaibox.com/PLTV/3/224/3221228448/index.m3u8
南通-3,http://ott.mobaibox.com/PLTV/3/224/3221228451/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228533/index.m3u8
镇江-1,http://ott.mobaibox.com/PLTV/3/224/3221228246/index.m3u8
镇江-2,http://ott.mobaibox.com/PLTV/3/224/3221227325/index.m3u8
镇江-3,http://ott.mobaibox.com/PLTV/3/224/3221228208/index.m3u8
无锡新闻,http://ott.mobaibox.com/PLTV/3/224/3221228103/index.m3u8
淮安综合,http://ott.mobaibox.com/PLTV/3/224/3221228215/index.m3u8
扬州-1,http://ott.mobaibox.com/PLTV/3/224/3221228155/index.m3u8
扬州-2,http://ott.mobaibox.com/PLTV/4/224/3221228205/index.m3u8
扬州-3,http://ott.mobaibox.com/PLTV/3/224/3221227867/index.m3u8
宿迁综合,http://ott.mobaibox.com/PLTV/3/224/3221226944/index.m3u8
宿迁公共,http://ott.mobaibox.com/PLTV/3/224/3221226939/index.m3u8
泰州-1,http://ott.mobaibox.com/PLTV/3/224/3221228209/index.m3u8
泰州-2,http://ott.mobaibox.com/PLTV/3/224/3221228212/index.m3u8
泰州-3,http://ott.mobaibox.com/PLTV/3/224/3221228100/index.m3u8


邳州综合,http://ott.mobaibox.com/PLTV/3/224/3221227576/index.m3u8
沛县新闻,http://ott.mobaibox.com/PLTV/3/224/3221227678/index.m3u8
沛县经济,http://ott.mobaibox.com/PLTV/3/224/3221227611/index.m3u8
沛县影视,http://ott.mobaibox.com/PLTV/3/224/3221227681/index.m3u8
睢宁综合,http://ott.mobaibox.com/PLTV/3/224/3221227706/index.m3u8
睢宁生活,http://ott.mobaibox.com/PLTV/3/224/3221227701/index.m3u8
睢宁三农,http://ott.mobaibox.com/PLTV/3/224/3221227709/index.m3u8
睢宁资讯,http://ott.mobaibox.com/PLTV/3/224/3221227712/index.m3u8
赣榆新闻,http://ott.mobaibox.com/PLTV/3/224/3221228317/index.m3u8
铜山-1,http://ott.mobaibox.com/PLTV/3/224/3221228152/index.m3u8
铜山-2,http://ott.mobaibox.com/PLTV/3/224/3221228081/index.m3u8
铜山-3,http://ott.mobaibox.com/PLTV/3/224/3221228055/index.m3u8
铜山-4,http://ott.mobaibox.com/PLTV/3/224/3221228249/index.m3u8
宝应新闻,http://ott.mobaibox.com/PLTV/3/224/3221228007/index.m3u8
宝应生活,http://ott.mobaibox.com/PLTV/3/224/3221228039/index.m3u8
东海综合,http://ott.mobaibox.com/PLTV/3/224/3221227792/index.m3u8
东海文娱,http://ott.mobaibox.com/PLTV/3/224/3221227739/index.m3u8
江都新闻,http://ott.mobaibox.com/PLTV/3/224/3221228323/index.m3u8
新沂-1,http://ott.mobaibox.com/PLTV/4/224/3221227292/index.m3u8
新沂-2,http://ott.mobaibox.com/PLTV/3/224/3221227311/index.m3u8
贾汪新闻,http://ott.mobaibox.com/PLTV/3/224/3221227385/index.m3u8
贾汪旅游,http://ott.mobaibox.com/PLTV/3/224/3221227389/index.m3u8
泗洪综合,http://ott.mobaibox.com/PLTV/3/224/3221228521/index.m3u8
灌南新闻,http://ott.mobaibox.com/PLTV/3/224/3221228725/index.m3u8
灌南农村,http://ott.mobaibox.com/PLTV/3/224/3221228722/index.m3u8

数字频道,#genre#
上海纪实,http://ott.mobaibox.com/PLTV/3/224/3221227635/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227674/index.m3u8
北京纪实,http://ott.mobaibox.com/PLTV/3/224/3221227699/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228755/index.m3u8


中国教育-1,http://ott.mobaibox.com/PLTV/3/224/3221225909/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227560/index.m3u8
中国教育-2,http://ott.mobaibox.com/PLTV/3/224/3221225850/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227607/index.m3u8
中国教育-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
中国教育-4,http://ott.mobaibox.com/PLTV/3/224/3221227028/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227657/index.m3u8
早期教育,http://ott.mobaibox.com/PLTV/3/224/3221228692/index.m3u8


CGTN,http://ott.mobaibox.com/PLTV/3/224/3221225917/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228095/index.m3u8
CGTN俄语,http://ott.mobaibox.com/PLTV/3/224/3221228629/index.m3u8
CGTN阿语,http://ott.mobaibox.com/PLTV/3/224/3221228573/index.m3u8
CGTN法语,http://ott.mobaibox.com/PLTV/3/224/3221228553/index.m3u8
CGTN西语,http://ott.mobaibox.com/PLTV/3/224/3221228550/index.m3u8
CGTN纪录,http://ott.mobaibox.com/PLTV/3/224/3221227574/index.m3u8


CCTV高尔夫网球,http://ott.mobaibox.com/PLTV/3/224/3221228138/index.m3u8
